id,pollingfirm,year,month,day,party_a,party_b,party_c,party_d,party_e,party_f,party_i,party_k,party_o,party_p,party_v,party_oe,party_aa,n,source
761,Epinion,2015,6,2,26.1,4.5,3.6,,,5.8,8,0.8,17.9,,21,9.1,3.1,1802,
762,Megafon,2015,6,2,25.3,6.8,3,,,5.9,7,1.3,18.2,,21.1,8,3.3,1064,
763,Voxmeter,2015,6,3,26.2,4.9,3.1,,,6.4,7.9,0.9,16.9,,20.7,9.2,3.8,1043,
764,Wilke,2015,6,3,24.7,7.2,4.1,,,6.4,6.8,0.6,18.6,,19.8,8.5,3.3,1010,
765,Megafon,2015,6,3,25.5,5.7,3.3,,,6.6,6.6,1.2,18.8,,20.8,8.3,3.1,1027,
766,Gallup,2015,6,3,25.8,5.2,4,,,4.8,6,0.4,18.7,,21.8,9.5,3.6,1917,
767,Epinion,2015,6,3,25.7,4.2,3.4,,,6.3,8.2,0.6,18.3,,20.6,8.7,3.8,1942,
768,Greens,2015,6,3,26.6,4,3.4,,,6.9,7.3,0.5,18.6,,20.1,9.4,3.2,1244,
769,Voxmeter,2015,6,4,26.7,5.5,3.7,,,5.9,8.4,0.8,17.2,,20.1,8.4,3.3,1057,
770,Epinion,2015,6,4,26.4,4.7,3.4,,,5.7,6.8,0.7,18.9,,21,8.6,3.8,1932,
771,Megafon,2015,6,4,25.5,5.3,3.2,,,6.2,6.5,1.4,18.6,,21.5,8.1,3.6,1025,
772,Greens,2015,6,4,26.8,4,3.8,,,6.5,6.9,0.5,19.7,,20.5,8,3.3,1086,
773,Wilke,2015,6,4,24.5,6.4,4.4,,,5.9,6.7,1,19.2,,20,8.6,3.3,1001,
774,Gallup,2015,6,4,27.6,5.4,4.1,,,5.7,5.5,0.8,18.1,,20.7,8,4,1696,
775,Wilke,2015,6,5,23.5,7.2,4.2,,,5.8,6.3,0.9,20.2,,19.3,9,3.6,1024,
776,Greens,2015,6,5,25.7,4.7,3.9,,,6,7,0.6,19.2,,20.6,8.7,3.6,1079,
777,Epinion,2015,6,5,26.4,4.7,3.4,,,5.8,7.3,0.6,18.7,,20.2,8.7,4.2,1808,
778,Gallup,2015,6,5,26.9,5.2,4.5,,,6.2,6.7,1.2,18.1,,19.1,7.3,4.6,1626,
779,Voxmeter,2015,6,5,27.1,5.8,4.1,,,5.7,7.6,0.8,17,,20.2,7.9,3.6,1024,
780,Wilke,2015,6,6,24.9,6.7,3.4,,,6.5,7.2,0.8,19.1,,19.1,8.5,3.8,1001,
781,Greens,2015,6,6,25.6,5.2,3.5,,,5.5,7.7,0.2,19.5,,20,8.3,4.5,1096,
782,Gallup,2015,6,6,26.7,5.6,4.3,,,6.1,6.8,1.1,17.9,,19.2,7.8,4.1,1693,
783,Voxmeter,2015,6,6,27,6.3,4.1,,,6,6.9,0.6,17.2,,20.5,7.7,3.6,1020,
784,Epinion,2015,6,6,26.4,5.3,3.7,,,5.6,7.2,0.6,18.3,,20.2,8.8,4,1701,
785,Greens,2015,6,7,25.5,5.2,3.5,,,5,7.9,0.2,19,,19.3,9.5,4.9,1104,
786,Voxmeter,2015,6,7,26.8,6.3,3.6,,,6.4,6,1,16.5,,21.1,8.5,3.9,1023,
787,Epinion,2015,6,7,26.7,4.9,3.7,,,5.9,7.4,0.5,17.8,,20,9,4,1622,
788,Wilke,2015,6,7,24.9,6.8,3.7,,,6.3,8,0.3,18.3,,20.7,8,3,1009,
789,Megafon,2015,6,7,25.5,5.4,4,,,5.7,7.6,1,17.3,,21,8.8,3.6,1149,
790,Gallup,2015,6,7,26.4,5,4.1,,,5.1,7.6,1,18.2,,19.4,9.1,3.8,1680,
791,Greens,2015,6,8,27.1,5,2.9,,,5.6,7.6,0,18.3,,19.5,9.4,4.6,1111,
792,Megafon,2015,6,8,25.6,5,4.2,,,4.7,8.6,0.6,17.5,,20.8,8.4,4.5,1149,
793,Gallup,2015,6,8,26.1,5.5,4.2,,,4.6,7.6,1,17.4,,20,10.1,3.1,1695,
794,Wilke,2015,6,8,25,5.7,3.9,,,6.2,9.3,0.6,17.4,,20.8,7.4,3.7,1009,
795,Voxmeter,2015,6,8,26,6.4,3.3,,,5.9,6.5,1.1,16.2,,21.9,8.2,4.4,1022,
796,Epinion,2015,6,8,26.7,4.8,3.4,,,6,7.3,0.5,18.3,,20,8.8,4.3,1658,
797,Norstat,2015,6,8,26.9,4.1,2.7,,,6.7,6.1,0.5,19.3,,18.7,10.7,3.7,1502,
798,YouGov,2015,6,8,23.8,5,3.7,,,5.8,7.7,0.8,18.5,,20.4,10.2,4.1,2298,
799,Greens,2015,6,9,26.4,4.9,2.8,,,5.9,7.8,0.3,17.6,,19.6,9.8,4.9,1059,
800,Voxmeter,2015,6,9,26.4,6.2,3.3,,,5.4,6.9,1.4,16.8,,21.5,7.7,4.3,1019,
801,Megafon,2015,6,9,26,5.5,4,,,4.4,8.6,0.9,17.2,,20.6,8.3,4.4,1056,
802,Epinion,2015,6,9,26,4.7,3.3,,,5.9,8,0.8,19.5,,19,8,4.8,1691,
803,Wilke,2015,6,9,25,5.5,4.1,,,5.6,8.8,1,17.1,,21.1,7.6,4.2,1010,
804,Gallup,2015,6,9,25.6,5.3,4,,,4.3,7.9,1,17.6,,19.9,10.2,4.1,1633,
805,Wilke,2015,6,10,25.1,5.7,3.9,,,5.8,8.1,0.8,17,,20.9,8.5,4.2,1010,
806,Voxmeter,2015,6,10,26.9,5.8,3.5,,,5.1,7.4,1.1,17.4,,22,7.1,3.7,1010,
807,Greens,2015,6,10,25.8,4.8,2.5,,,5.8,9.3,0.4,16.9,,20.6,8.7,5.2,1066,
808,Megafon,2015,6,10,26.2,5.7,4,,,4.9,8.2,0.7,17.3,,20.1,8.5,4.3,1064,
809,Gallup,2015,6,10,25.8,5.2,4.5,,,4.7,7.4,0.7,16.7,,20.8,9.4,4.6,1626,
810,Epinion,2015,6,10,25.1,4.9,3.1,,,6.5,8.5,0.8,19,,19.1,7.7,5.2,1908,
811,Epinion,2015,6,11,24.9,5.3,3.2,,,5.5,8,0.9,19.2,,20.2,8.3,4.6,1986,
812,Megafon,2015,6,11,25.2,6,3.3,,,5.4,9,0.8,16.8,,21.3,8.5,3.6,860,
813,Greens,2015,6,11,24.4,4.5,3,,,6.3,8.8,0.7,18.5,,20.3,8.2,5.3,1077,
814,Voxmeter,2015,6,11,26.1,5.2,3.1,,,5.7,7.5,0.9,18,,22.7,6.6,4,1016,
815,Wilke,2015,6,11,25,5.5,3.9,,,6.3,7.7,1.1,16.4,,21,8.9,4.2,1024,
816,Gallup,2015,6,11,26.5,4.8,4.3,,,4.7,6.8,0.7,17.5,,20.8,9.3,4.4,1702,
817,Voxmeter,2015,6,12,25.6,4.8,2.9,,,6.2,7.3,0.9,17.8,,23.4,6.4,4.6,1018,
818,Greens,2015,6,12,24.3,4.9,2.8,,,6.1,8.9,1.1,19.2,,20.5,8.2,4,1069,
819,Epinion,2015,6,12,25.3,4.3,3.3,,,4.9,8.2,0.7,19.3,,20.7,8.5,5.1,2168,
820,Wilke,2015,6,12,24.7,5.3,3.6,,,6.7,8.6,1.1,16.6,,21.4,8.2,3.8,1016,
821,Gallup,2015,6,12,27.6,4.6,3.9,,,4.9,6.4,1,17.3,,21.3,8.5,4.2,1795,
822,Megafon,2015,6,12,25,5.8,3.9,,,5.5,8.5,1.5,16.9,,20.7,8,4.1,1212,
823,Gallup,2015,6,13,26.3,5,3.5,,,4.9,6.4,1.5,18.4,,21,8.4,4.4,1872,
824,Greens,2015,6,13,23.6,5.3,2.9,,,5.3,8,1.2,20.2,,20.6,9.1,3.8,1093,
825,Voxmeter,2015,6,13,26.1,4.7,2.6,,,6.3,7.6,0.8,16.9,,23.3,7.1,4.3,1019,
826,Epinion,2015,6,13,25.6,4.6,3.7,,,4.5,8.4,0.7,19.7,,20,8.1,4.8,1963,
827,Megafon,2015,6,13,24.8,6.4,3.5,,,6.4,8.9,0.9,17.5,,20.4,7.2,3.9,1004,
828,Wilke,2015,6,13,24.5,5.5,4.1,,,6.5,8.9,0.8,17,,20.2,8.2,4.3,1003,
829,Voxmeter,2015,6,14,26.9,4.6,2.7,,,6.6,7.5,0.7,16.2,,22.4,7.6,4.6,1033,
830,Epinion,2015,6,14,24.9,4.3,3.9,,,5.3,8.2,0.8,18.8,,20.2,8.6,5,1849,
831,Greens,2015,6,14,23.7,5.2,2.9,,,5.6,8.2,1.2,19.6,,20.4,9.1,4.1,1095,
832,Megafon,2015,6,14,25.7,5.5,3.5,,,5.3,8.5,1.1,17.4,,20.7,7.6,4.6,1002,
833,Wilke,2015,6,14,26.2,5.3,4.5,,,5.4,8.8,1.2,16.7,,19.4,7.5,5,1011,
834,Gallup,2015,6,14,26.3,4.8,3.4,,,5,6.9,1.2,18,,21.2,8.5,4.6,1852,
835,Megafon,2015,6,15,25.8,5.3,3.4,,,5.1,8.1,1.2,18.1,,20,8.3,4.6,1002,
836,YouGov,2015,6,15,24.5,6.3,4.2,,,5.7,7.7,0.9,19,,18.2,8.3,5,1491,
837,Greens,2015,6,15,24.6,4.7,3.3,,,5.6,7.7,0.7,19.2,,19.8,9.4,5,1103,
838,Epinion,2015,6,15,24.1,5,4.3,,,6.2,7.5,0.9,18.4,,20.3,9,4.2,1804,
839,Voxmeter,2015,6,15,26.6,5,3,,,6.4,8.1,0.8,15.7,,21.9,8.4,3.9,1022,
840,Wilke,2015,6,15,25.9,5.6,4.6,,,5.7,8.3,1.3,16.7,,18.8,8.1,5,1060,
841,Gallup,2015,6,15,25.4,5.1,3.7,,,4.9,7.2,1.1,18,,21.2,8.6,4.7,1863,
842,Epinion,2015,6,16,24.7,4.8,3.7,,,5.8,7.9,1,17.6,,20.4,9.4,4.7,2075,
843,Greens,2015,6,16,24.4,5.2,3.2,,,5.7,7.2,0.5,19.5,,20.4,8.5,5.4,1077,
844,Gallup,2015,6,16,26.4,4.6,4.1,,,4.9,7.2,0.8,17.6,,21,9.1,4.2,1751,
845,Voxmeter,2015,6,16,26.1,4.8,3.5,,,6.2,8.4,1,16.1,,21.3,8.1,4.3,1036,
846,Megafon,2015,6,16,25.5,5,3.8,,,5.3,8,1,17.9,,20.4,8.4,4.6,1130,
847,Wilke,2015,6,17,24,5.2,4.7,,,5.5,7.8,1,17.5,,19.8,9,5.5,3839,
848,Megafon,2015,6,17,25.1,5.1,3.9,,,5.2,7.8,1,18.3,,20.4,8.1,4.9,1800,
849,Epinion,2015,6,17,24.5,5.2,3.9,,,5.3,7.5,0.7,18,,20.6,9.3,4.9,2060,
850,Megafon,2015,6,17,25.5,5,3.9,,,5.2,7.7,0.9,17.9,,20.6,8.6,4.6,1022,
851,Gallup,2015,6,17,25.9,5.2,3.8,,,5.3,7.1,1.1,18.1,,20.6,8,4.8,5167,
852,Greens,2015,6,17,24.4,5.6,3.3,,,5.4,7.6,0.6,18.5,,20.9,8.5,5.2,1108,
853,Voxmeter,2015,6,17,25.9,4.6,3.5,,,6.3,7.7,0.9,17.2,,19.6,9.8,4.5,3603,
854,Epinion,2015,6,18,25.7,5.2,3.3,,,5,8.2,1.1,18.5,,20.2,7.8,4.9,4524,
855,Voxmeter,2015,6,28,27.5,4.7,3.1,,,3.3,7.7,0.5,21.5,,18.2,8.6,4.7,1023,
856,Gallup,2015,7,9,26.6,4.3,3.1,,,3.8,7.8,0.6,20.8,,20.4,8.3,4.3,1553,
857,Megafon,2015,7,30,27.1,5.1,3.6,,,4.4,7.4,0.8,20.3,,19.1,7,5.1,1027,
858,Greens,2015,8,3,27.7,4.7,4.1,,,4.4,7.8,0.6,18.9,,18.2,7.9,5.3,1205,
859,Gallup,2015,8,6,26.8,4,3.4,,,3.8,7.6,0.8,21.2,,19.3,8.3,4.7,1529,
860,Voxmeter,2015,8,9,27.3,5.1,3.4,,,4,7.9,0.7,20.6,,17.9,8.1,4.9,1028,
861,Voxmeter,2015,8,16,27.6,4.6,3.1,,,4.2,7.3,0.6,20.7,,18.8,8.7,4.2,1036,
862,Norstat,2015,8,16,27,4,3.1,,,3.4,7.3,0.5,21.3,,18.8,8.9,5.3,1000,
863,Epinion,2015,8,18,26.5,4,3.2,,,4.3,8.1,,21,,19.9,8,4.9,1781,
864,Voxmeter,2015,8,23,26.7,4.3,2.9,,,3.9,7.5,0.5,20.8,,19.3,9,4.8,1047,
865,Megafon,2015,8,26,26.4,4.4,3.2,,,4,7.6,0.4,19.8,,20,9.1,4.9,1003,
866,Voxmeter,2015,8,30,26.8,4.5,2.8,,,3.7,7.6,0.6,20.4,,19.9,8.3,5.2,1032,
867,YouGov,2015,8,31,25.8,4.3,3.7,,,3.5,8.8,0.5,20.5,,19.6,8.5,4.8,1587,
868,Greens,2015,9,3,25.5,5.7,3.1,,,4,7.1,1,19.6,,20.8,8.1,4.9,1204,
869,Voxmeter,2015,9,6,26.8,4.7,2.7,,,3.8,7.8,0.5,19.9,,20.4,8.9,4.5,1059,
870,Gallup,2015,9,10,25.2,4.5,3.3,,,4.5,8.5,0.7,21.1,,18.7,8.5,5,1493,
871,Voxmeter,2015,9,13,26.6,4.9,3.1,,,4.3,7.1,0.4,21.3,,19.5,8.2,4.3,1061,
872,Norstat,2015,9,13,26.4,4.6,3.2,,,4.5,7.3,0.9,22.4,,17.3,8.1,5.2,1000,
873,Voxmeter,2015,9,20,26.3,4.9,2.9,,,4.1,7,0.7,21.7,,19,8.3,5,1045,
874,Epinion,2015,9,23,26.5,4.6,3.1,,,4.3,7.8,,21.9,,18.5,8.2,5.2,1728,
875,Megafon,2015,9,24,26.1,5.1,3.1,,,4.8,8.3,0.3,20.9,,17,8.7,5.5,1125,
876,Voxmeter,2015,9,27,27,4.9,3.2,,,3.8,7.4,0.5,21.3,,18.1,8.7,5.4,1039,
877,Gallup,2015,10,2,25.8,4.6,3.5,,,3.8,8.1,0.8,21.5,,17.6,8.3,5.5,1012,
878,Voxmeter,2015,10,4,26.7,4.8,3.1,,,4.3,7.8,0.8,20.8,,17.3,9,5.4,1049,
879,Gallup,2015,10,8,26,4.4,3,,,4.2,7.7,0.8,21.5,,19.3,8.2,4.7,1706,
880,Voxmeter,2015,10,11,25.4,5.3,2.6,,,4.8,7.1,0.5,21.3,,19.1,8.8,5,1041,
881,YouGov,2015,10,12,26,4.4,3,,,3.6,8.8,0.6,21.1,,18.2,8.7,5.6,1579,
882,Wilke,2015,10,18,26.3,4.7,3.4,,,4,7.3,0.5,20.9,,18.9,8.8,5.2,2002,
883,Norstat,2015,10,18,25,4.7,2.9,,,3.9,6.9,0.7,21.5,,20.1,9.5,4.3,1000,
884,Voxmeter,2015,10,18,25.4,5,3.1,,,4.4,7,0.9,21.8,,18.7,8.3,5.4,1034,
885,Epinion,2015,10,21,26,4.3,3.1,,,4,7.7,,22.1,,18.7,8.7,5.3,1843,
886,Voxmeter,2015,10,25,25.6,5.2,3.2,,,4,7.5,0.4,20.9,,18.9,8.4,5.7,1017,
887,YouGov,2015,10,25,26.9,5.2,3.3,,,3.9,8.1,0.9,20.6,,17.3,8.7,5.1,1389,
888,Megafon,2015,10,28,27.1,5.4,2.8,,,4.3,8.4,0.4,19.9,,18.3,8.6,4.7,1020,
889,Greens,2015,10,29,25.8,4.4,2.7,,,4.7,7.9,0.8,19.5,,20.2,8.5,5,1230,
890,Voxmeter,2015,11,1,26.6,5,4,,,4.5,7.3,0.6,19.9,,18.7,8.1,5.3,1038,
891,Gallup,2015,11,5,26.9,4.5,3.6,,,3.9,7,0.7,20.3,,19.3,8,5.7,1624,
892,Voxmeter,2015,11,8,27,4.4,3.5,,,4.4,7.9,0.4,20.8,,18.1,8.5,4.8,1031,
893,YouGov,2015,11,9,26.5,3.9,2.7,,,3.7,8.5,1,20.7,,19,8.3,5.8,1603,
894,Norstat,2015,11,15,28.3,4.6,2.4,,,3.2,7.4,0.9,20.4,,18.7,8.2,5.7,1000,
895,Voxmeter,2015,11,15,26.4,4.6,2.9,,,4,6.8,0.9,22,,18.6,9.1,4.6,1026,
896,Epinion,2015,11,22,25.7,4.8,3.5,,,4.2,7.2,,21.6,,19.7,8.4,4.8,1997,
897,Voxmeter,2015,11,22,25.7,4.1,3.1,,,4.4,6.7,0.8,22.1,,19.1,9.2,4.6,1029,
898,YouGov,2015,11,24,24.2,5.4,3.6,,,4.3,8.8,0.9,19,,18.6,9.2,6,2117,
899,Megafon,2015,11,26,26.3,5,3.6,,,4.4,6.8,0.6,19.3,,18.4,9.7,5.6,1095,
900,Voxmeter,2015,11,29,26.1,4.1,3.5,,,4.6,6.8,0.6,20.6,,19.8,9.3,4.5,1028,
901,Wilke,2015,12,1,25.4,4.7,3,,,4.8,7.8,0.9,19.7,,19.2,9.1,5.4,2000,
902,Voxmeter,2015,12,6,24.5,4.3,3,,,4,7,0.7,22.5,,18.7,10.2,4.8,1067,
903,Gallup,2015,12,10,24.7,4.8,3.8,,,4.2,7.2,0.5,20.4,,19.4,8.8,6,1579,
904,Voxmeter,2015,12,13,25.5,4.8,3.4,,,4,7.9,0.8,22.4,,17.3,9.2,4.6,1050,
905,Epinion,2015,12,16,25.6,4.6,3.5,,,4.1,8.2,,21.7,,18.2,9.3,4.8,1689,
906,Voxmeter,2015,12,20,24.7,4.9,3.1,,,4.2,7.5,0.7,20.7,,19.2,9.5,5.5,1034,
907,YouGov,2015,12,21,23.8,5.1,3.5,,,4.2,8.3,0.9,21,,17.7,9.3,6.1,1681,http://www.politiko.dk/barometeret
908,Greens,2015,12,28,25.3,8.1,3.2,,,4.7,7.1,0.7,19.2,,16.6,8.3,6.1,1125,http://borsen.dk/nyheder/avisen/artikel/11/130454/artikel.html
909,Gallup,2016,1,7,24.6,5.5,3.6,,,3.6,7.9,0.7,19.3,,18.5,9.7,6.4,1551,http://www.politiko.dk/nyheder/gallup-varsler-doedt-loeb-mellem-roed-og-blaa-blok-noeglerne-er-i-spil
910,YouGov,2016,1,10,23.2,5.5,4.1,,,4.8,7.9,0.6,20.3,,18.8,8.7,6.1,1420,http://www.politiko.dk/barometeret
911,Voxmeter,2016,1,10,25.3,5.5,2.8,,,4.4,8.2,0.7,18.9,,18.8,9.3,6,1026,http://voxmeter.dk/index.php/meningsmalinger/
912,Voxmeter,2016,1,16,24.3,5.8,2.8,,,4.2,7.5,0.8,19.6,,19,9.2,6.5,1029,http://voxmeter.dk/index.php/meningsmalinger/
913,Norstat,2016,1,17,25.6,5.1,3.2,,,4.2,7.3,0.6,19.5,,19.7,8.9,5.7,1000,http://www.altinget.dk/artikel/maaling-partierne-staar-bomstille-trods-flygtningekrise
914,Epinion,2016,1,19,25.4,5.7,3.9,,,4.5,7.3,,19.6,,19.1,8.8,5.8,1692,http://www.dr.dk/nyheder/politik/meningsmaalinger/trods-heftig-flygtningedebat-df-gaar-tilbage-i-ny-maaling
915,YouGov,2016,1,24,23.9,5.4,3.8,,,4.2,8.8,1.2,20.1,,17.2,8.7,6.8,1024,http://www.mx.dk/nyheder/danmark/story/17762091
916,Voxmeter,2016,1,24,25,5.9,3.1,,,3.9,7.4,0.7,21.1,,18,8.2,6.4,1027,http://voxmeter.dk/index.php/meningsmalinger/
917,Greens,2016,1,27,24.5,6,2.8,,,5,7.3,0.5,19.7,,19.1,8,6.4,1196,http://borsen.dk/nyheder/politik/artikel/1/318855/ny_meningsmaaling_socialdemokraterne_holder_fast_paa_vaelgerne.html
918,Megafon,2016,1,28,19.3,8.5,3,,,4.8,7.3,0.8,20.2,,17.2,9.2,9.3,2005,http://nyheder.tv2.dk/politik/2016-01-28-kaempe-tilbagegang-for-socialdemokraterne-ikke-set-siden-1998-0
919,Voxmeter,2016,1,31,25.5,5.6,2.7,,,4.5,8,0.7,21.4,,16.4,8.3,6.6,1036,http://voxmeter.dk/index.php/meningsmalinger/
920,Voxmeter,2016,2,7,24.1,6,3,,,5.2,7.1,0.7,20.9,,17.5,9,6.4,1040,http://voxmeter.dk/index.php/meningsmalinger/
921,YouGov,2016,2,8,21.1,5.4,4.6,,,5,8.4,0.8,20.5,,18.4,8.7,7.2,1615,http://www.mx.dk/nyheder/danmark/story/17762091
922,Megafon,2016,2,11,21.9,6.3,3.6,,,4.3,7.7,0.8,19.9,,17.9,9.4,7.7,1106,http://politik.tv2.dk/2016-02-11-megafon-s-standser-vaelgerflugt-efter-intern-uro
923,Gallup,2016,2,12,22.6,6.1,3.1,,,4,9.4,0.7,20,,17.7,8.5,7.7,1576,http://www.politiko.dk/barometeret
924,Voxmeter,2016,2,14,23.8,6.1,3.2,,,4.7,8.1,0.7,20.7,,16.7,9,6.8,1046,http://voxmeter.dk/index.php/meningsmalinger/
925,Voxmeter,2016,2,21,25,6.2,2.9,,,4.6,8.9,0.8,19.8,,16.8,8.7,6.3,1029,http://voxmeter.dk/index.php/meningsmalinger/
926,Norstat,2016,2,21,24.3,4.6,2.7,,,6,6.9,0.8,21.9,,17,9.3,6.1,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-tilbage
927,Epinion,2016,2,23,24.3,6.9,3.6,,,4.9,7.9,,21.3,,17.1,8.2,5.8,1596,http://www.dr.dk/nyheder/politik/meningsmaalinger/ny-maaling-historisk-lav-opbakning-til-venstre
928,Megafon,2016,2,25,23.4,7,4.3,,,4.4,8.1,0.4,20.5,,16.2,8.8,6.5,1089,http://nyheder.tv2.dk/politik/2016-02-25-ny-maaling-loekke-staar-til-vaelgerlussing-hvis-valget-kommer-nu
929,Gallup,2016,2,26,23.8,7.2,5.1,,,4.4,6.9,0.9,19.3,,17.1,8.6,6.7,1010,http://www.politiko.dk/nyheder/de-konservative-paa-markant-fremmarch-under-opgoeret-med-loekke
930,Voxmeter,2016,2,28,24.5,5.7,3.3,,,4.1,8.7,0.8,20.3,,17.2,9.2,5.9,1029,http://voxmeter.dk/index.php/meningsmalinger/
931,Greens,2016,3,1,23.6,6.1,4.3,,,4.8,7.3,0.7,18.8,,18.1,9.1,6.6,1211,http://www.politiko.dk/barometeret
932,Voxmeter,2016,3,6,25,5.1,3.3,,,3.9,8,0.7,20.1,,17.7,9.9,6.2,1031,http://voxmeter.dk/index.php/meningsmalinger/
933,YouGov,2016,3,6,23.7,5.3,3.6,,,5.2,8.7,1,19.8,,18,8.8,5.8,1011,http://www.mx.dk/nyheder/danmark/story/19009206
934,Gallup,2016,3,10,25.2,4.9,3.1,,,3.4,7.4,0.5,20.9,,18.8,9.8,5.8,1520,http://www.politiko.dk/barometeret
935,Voxmeter,2016,3,12,25.3,4.9,3,,,4.5,7.3,0.7,19.8,,18.4,8.9,6.9,1023,http://voxmeter.dk/index.php/meningsmalinger/
936,Norstat,2016,3,14,25.1,5.3,2.4,,,3.7,7.1,,21.3,,18.2,9.2,6.4,1000,http://www.altinget.dk/artikel/ny-maaling-venstre-gaar-frem-efter-regeringskrise
937,Epinion,2016,3,17,26.4,5.6,2.8,,,4.2,7.6,,21.5,,17.8,8.2,5.9,1607,http://www.dr.dk/nyheder/politik/meningsmaalinger/ingen-fremgang-til-konservative-efter-uro-om-landbrugspakke
938,Voxmeter,2016,3,20,26,4.8,3.2,,,5.4,7.5,0.7,20,,17.6,8.2,6.4,1042,http://voxmeter.dk/index.php/meningsmalinger/
939,Voxmeter,2016,3,27,25.5,4.8,3.4,,,4.5,7.8,0.7,20.7,,17.2,7.8,7.4,1015,http://voxmeter.dk/index.php/meningsmalinger/
940,YouGov,2016,3,28,24.8,4.2,3.4,,,3.7,8.4,1,20.5,,18.3,7.7,8,2043,http://www.mx.dk/nyheder/danmark/story/26647249
941,Greens,2016,3,30,23.9,5.5,3.4,,,4.1,6.3,0.3,21.2,,17.4,9.6,7.8,1259,http://www.politiko.dk/barometeret
942,Megafon,2016,3,31,23.1,6.6,3.3,,,4.8,7.1,0.9,19.8,,17.5,8.8,7.7,1128,http://nyheder.tv2.dk/politik/2016-03-31-ny-maaling-staerke-venstrefloejspartier-sikrer-roedt-flertal
943,Voxmeter,2016,4,3,24.8,5.3,3,,,4,7.3,0.7,20.6,,17.9,8.4,7.8,1028,http://voxmeter.dk/index.php/meningsmalinger/
944,Gallup,2016,4,7,25.8,4.9,3.3,,,4.7,7.7,0.5,19.5,,18.4,8.3,6.6,1619,http://www.politiko.dk/barometeret
945,Voxmeter,2016,4,10,25.6,4.8,3.3,,,4.8,6.7,0.6,20.3,,18.1,8.5,6.8,1027,http://voxmeter.dk/index.php/meningsmalinger/
946,YouGov,2016,4,11,23.3,5.5,4,,,4.2,8,0.8,19.4,,18.7,8.5,7.6,1402,http://www.mx.dk/nyheder/danmark/story/20170441
947,Voxmeter,2016,4,16,25.8,5.1,2.9,,,4.4,7.1,0.6,19.8,,18,8.3,8,1025,http://jyllands-posten.dk/politik/ECE8590618/fakta-saadan-er-styrkeforholdet-i-dansk-politik-lige-nu/
948,Norstat,2016,4,17,25.4,5.6,2.8,,,4.3,8.3,,18,,18.6,9.8,6,1000,http://www.altinget.dk/artikel/ny-maaling-dansk-folkeparti-gaar-tilbage
949,Wilke,2016,4,17,24.3,4.4,3.9,,,4.4,8,0.7,20.9,,17.1,9.1,7.2,2146,http://jyllands-posten.dk/politik/ECE8598693/ny-maaling-socialdemokraterne-indhenter-noget-af-det-tabte/
950,Epinion,2016,4,20,25.5,5.4,2.9,,,5.5,6.3,,21.3,,17.7,9.2,6,1593,http://www.dr.dk/nyheder/politik/ny-epinion-roed-blok-faar-bedste-maaling-siden-valget
951,Voxmeter,2016,4,24,25.5,4.8,3,,,4.8,7.2,0.5,19.7,,18.3,9,7.1,1023,http://voxmeter.dk/index.php/meningsmalinger/
952,YouGov,2016,4,25,26.4,4.1,3.2,,,4.4,9.3,0.6,17.8,,17.7,8.7,7.9,1416,http://www.mx.dk/nyheder/danmark/story/20170441
953,Megafon,2016,4,27,24.5,5.5,3.2,,,3.4,7.5,0.5,21,,18.4,8.2,7.5,1001,http://politiken.dk/indland/politik/ECE3181541/megafon-blaa-blok-tager-foeringen-for-foerste-gang-siden-august/
954,Voxmeter,2016,5,1,26.7,4,2.3,,,4.2,8.3,0.7,20.4,,17.9,8.1,7.3,1024,http://voxmeter.dk/index.php/meningsmalinger/
955,Gallup,2016,5,5,25.4,5,3.9,,,3.8,7.6,0.8,18.9,,19,7.4,7.6,1463,http://www.politiko.dk/barometeret
956,Voxmeter,2016,5,8,25.5,3.8,3.1,,,3.9,8.1,0.5,19.9,,18.9,8.6,7.5,1043,http://voxmeter.dk/index.php/meningsmalinger/
957,YouGov,2016,5,9,23.6,4.8,3.6,,,4.1,8.8,1.1,17.4,,18.7,9.8,8.1,1482,http://www.mx.dk/nyheder/danmark/story/24730936
958,Voxmeter,2016,5,15,25.1,4.5,2.8,,,3.8,8.1,0.8,19.1,,18.6,9.9,7,1026,http://voxmeter.dk/index.php/meningsmalinger/
959,Norstat,2016,5,16,26.3,3.3,4.2,,,4.6,7.3,,19.3,,17.2,8.8,7.1,1000,http://www.politiko.dk/barometeret
960,Voxmeter,2016,5,21,25.3,5,2.4,,,4.3,7.6,0.9,18.7,,18.4,9.1,8.1,1022,http://voxmeter.dk/index.php/meningsmalinger/
961,Epinion,2016,5,24,26.8,5,2.9,,,4.7,8.2,,21.1,,17,8.2,6,1786,http://www.dr.dk/nyheder/politik/maaling-venstre-haenger-fast-i-dyndet
962,Voxmeter,2016,5,29,25.4,5,3.1,,,4.5,7.7,0.6,19.7,,17.9,8.5,7.1,1020,http://voxmeter.dk/index.php/meningsmalinger/
963,Greens,2016,6,2,25.7,5.4,3.2,,,5.1,6.5,0.7,19.7,,16.6,9,7.8,1248,http://www.politiko.dk/barometeret
964,Voxmeter,2016,6,5,25.8,4.9,2.9,,,4.6,7.4,0.8,19.6,,17.3,8,8.4,1039,http://voxmeter.dk/index.php/meningsmalinger/
